SubjectEntity,relation,ObjectEntity
Justin Timberlake,PersonInstrument,['beatboxing']
Justin Timberlake,PersonInstrument,['guitar']
Justin Timberlake,PersonInstrument,['piano']
Kang Min-hyuk,PersonInstrument,"['drum', 'drum kit']"
Keith Richards,PersonInstrument,['guitar']
Kendall Schmidt,PersonInstrument,['guitar']
Kevin Richardson,PersonInstrument,['NONE']
Kevin Richardson,PersonInstrument,['piano']
Kim Kibum,PersonInstrument,['young plan']
Lance Bass,PersonInstrument,['NONE']
Lars Ulrich,PersonInstrument,"['drum', 'drum kit']"
Lee Dong-hae,PersonInstrument,['piano']
Lee Hi,PersonInstrument,['NONE']
Lee Hong-gi,PersonInstrument,['guitar']
Lee Hyun,PersonInstrument,['NONE']
Leeteuk,PersonInstrument,['piano']
Liam Gallagher,PersonInstrument,['maraca']
Liam Gallagher,PersonInstrument,['guitar']
Liam Payne,PersonInstrument,['piano']
Liam Payne,PersonInstrument,['guitar']
Marilyn Manson,PersonInstrument,['guitar']
Marilyn Manson,PersonInstrument,['saxophone']
Marilyn Manson,PersonInstrument,"['bass guitar', 'guitar']"
Marilyn Manson,PersonInstrument,['piano']
Marisa Monte,PersonInstrument,['guitar']
Matt Bellamy,PersonInstrument,['piano']
Matt Bellamy,PersonInstrument,['keytar']
Matt Bellamy,PersonInstrument,"['keyboard', 'musical keyboard']"
Matt Bellamy,PersonInstrument,"['keyboard instrument', 'keyboard']"
Matt Bellamy,PersonInstrument,['guitar']
Matt Bellamy,PersonInstrument,['clarinet']
Matt Bellamy,PersonInstrument,['mandolin']
Melanie C,PersonInstrument,['NONE']
Mick Jagger,PersonInstrument,"['piano', 'upright piano']"
Mick Jagger,PersonInstrument,['guitar']
Mick Jagger,PersonInstrument,['piano']
Mick Jagger,PersonInstrument,['harmonica']
Mike Portnoy,PersonInstrument,"['drum', 'drum kit']"
Mikey Way,PersonInstrument,"['bass guitar', 'guitar']"
Mikey Way,PersonInstrument,['guitar']
Minami Takahashi,PersonInstrument,['NONE']
Mithra Jin,PersonInstrument,"['drum', 'drum kit']"
Neil Young,PersonInstrument,['guitar']
Niall Horan,PersonInstrument,['piano']
Niall Horan,PersonInstrument,['guitar']
Ok Taec-yeon,PersonInstrument,['NONE']
Onew,PersonInstrument,['NONE']
Ozzy Osbourne,PersonInstrument,"['keyboard instrument', 'keyboard']"
Ozzy Osbourne,PersonInstrument,['harmonica']
Park Gyu-ri,PersonInstrument,['piano']
Paul Stanley,PersonInstrument,"['drum', 'drum kit']"
Paul Stanley,PersonInstrument,['guitar']
Paul Stanley,PersonInstrument,"['bass guitar', 'guitar']"
Paul Weller,PersonInstrument,['guitar']
Phil Collins,PersonInstrument,['piano']
Phil Collins,PersonInstrument,['guitar']
Phil Collins,PersonInstrument,['trumpet']
Phil Collins,PersonInstrument,"['bass guitar', 'guitar']"
Phil Collins,PersonInstrument,['bagpipes']
Phil Collins,PersonInstrument,"['percussion instrument', 'percussion']"
Phil Collins,PersonInstrument,"['drum', 'drum kit']"
Randy Jackson,PersonInstrument,"['bass guitar', 'guitar']"
Randy Jackson,PersonInstrument,['guitar']
Randy Jackson,PersonInstrument,['bass']
Ray Toro,PersonInstrument,"['percussion instrument', 'percussion']"
Ray Toro,PersonInstrument,['guitar']
Ricky Martin,PersonInstrument,['NONE']
Ringo Starr,PersonInstrument,"['drum', 'drum kit']"
Ringo Starr,PersonInstrument,"['percussion instrument', 'percussion']"
Ringo Starr,PersonInstrument,['guitar']
Ronnie James Dio,PersonInstrument,"['bass guitar', 'guitar']"
Ronnie James Dio,PersonInstrument,['trumpet']
Sammy Hagar,PersonInstrument,['guitar']
Sandara Park,PersonInstrument,['NONE']
Sarah Harding,PersonInstrument,['NONE']
Sayaka Yamamoto,PersonInstrument,['guitar']
Seungri,PersonInstrument,['NONE']
Son Dong-woon,PersonInstrument,['NONE']
Song Jieun,PersonInstrument,['piano']
Soprano,PersonInstrument,['NONE']
Steven Tyler,PersonInstrument,['harmonica']
Tablo,PersonInstrument,['NONE']
Tom Petty,PersonInstrument,['guitar']
Vince Neil,PersonInstrument,['guitar']
Willie Nelson,PersonInstrument,"['electric guitar', 'guitar']"
Willie Nelson,PersonInstrument,"['acoustic guitar', 'guitar']"
Willie Nelson,PersonInstrument,"['steel-string acoustic guitar', 'guitar']"
Willie Nelson,PersonInstrument,"['guitar', 'classical guitar']"
Willie Nelson,PersonInstrument,['guitar']
Yesung,PersonInstrument,['piano']
Yim Si-wan,PersonInstrument,['NONE']
Yong Jun-hyung,PersonInstrument,['piano']
Yoon Doo-joon,PersonInstrument,['piano']
Yui Yokoyama,PersonInstrument,['trumpet']
Yuki Kashiwagi,PersonInstrument,"['drum', 'drum kit']"
Yūko Ōshima,PersonInstrument,"['bass guitar', 'guitar']"
Zakk Wylde,PersonInstrument,['guitar']
Zhou Mi,PersonInstrument,['NONE']
