SubjectEntity,relation,ObjectEntity
Democratic republic of the congo,CountryBordersWithCountry,"['africa', 'central african republic']"
Democratic republic of the congo,CountryBordersWithCountry,['tanzania']
Democratic republic of the congo,CountryBordersWithCountry,['rwanda']
Democratic republic of the congo,CountryBordersWithCountry,['cameroon']
Democratic republic of the congo,CountryBordersWithCountry,['sudan']
Democratic republic of the congo,CountryBordersWithCountry,"['republic of the congo', 'congo']"
Democratic republic of the congo,CountryBordersWithCountry,['uganda']
Democratic republic of the congo,CountryBordersWithCountry,"['south sudan', 'sudan']"
Democratic republic of the congo,CountryBordersWithCountry,['angola']
Dominica,CountryBordersWithCountry,['venezuela']
East timor,CountryBordersWithCountry,['australia']
East timor,CountryBordersWithCountry,['indonesia']
East timor,CountryBordersWithCountry,['asean']
Ecuador,CountryBordersWithCountry,['peru']
Ecuador,CountryBordersWithCountry,['colombia']
Egypt,CountryBordersWithCountry,['israel']
Egypt,CountryBordersWithCountry,['sudan']
Egypt,CountryBordersWithCountry,['libya']
Egypt,CountryBordersWithCountry,['bir tawil']
Egypt,CountryBordersWithCountry,['gaza strip']
El salvador,CountryBordersWithCountry,['honduras']
El salvador,CountryBordersWithCountry,['guatemala']
Equatorial guinea,CountryBordersWithCountry,['cameroon']
Equatorial guinea,CountryBordersWithCountry,['gabon']
Ethiopia,CountryBordersWithCountry,['kenya']
Ethiopia,CountryBordersWithCountry,['djibouti']
Ethiopia,CountryBordersWithCountry,"['south sudan', 'sudan']"
Ethiopia,CountryBordersWithCountry,['sudan']
Ethiopia,CountryBordersWithCountry,['eritrea']
Ethiopia,CountryBordersWithCountry,['somalia']
Fiji,CountryBordersWithCountry,['NONE']
Finland,CountryBordersWithCountry,['norway']
Finland,CountryBordersWithCountry,['sweden']
Finland,CountryBordersWithCountry,['russia']
France,CountryBordersWithCountry,['luxembourg']
France,CountryBordersWithCountry,['brazil']
France,CountryBordersWithCountry,['monaco']
France,CountryBordersWithCountry,['germany']
France,CountryBordersWithCountry,['suriname']
France,CountryBordersWithCountry,"['netherlands', 'kingdom of the netherlands']"
France,CountryBordersWithCountry,['andorra']
France,CountryBordersWithCountry,['spain']
France,CountryBordersWithCountry,['italy']
France,CountryBordersWithCountry,['belgium']
France,CountryBordersWithCountry,['switzerland']
Gabon,CountryBordersWithCountry,"['equatorial guinea', 'guinea']"
Gabon,CountryBordersWithCountry,"['republic of the congo', 'congo']"
Gabon,CountryBordersWithCountry,"['sao tome and principe', 'são tomé and príncipe']"
Gabon,CountryBordersWithCountry,['angola']
Gabon,CountryBordersWithCountry,['cameroon']
Greece,CountryBordersWithCountry,['albania']
Greece,CountryBordersWithCountry,['turkey']
Greece,CountryBordersWithCountry,"['north macedonia', 'macedonia']"
Greece,CountryBordersWithCountry,['bulgaria']
Guinea,CountryBordersWithCountry,['sierra leone']
Guinea,CountryBordersWithCountry,['ivory coast']
Guinea,CountryBordersWithCountry,['senegal']
Guinea,CountryBordersWithCountry,['mali']
Guinea,CountryBordersWithCountry,['guinea-bissau']
Guinea,CountryBordersWithCountry,['liberia']
Honduras,CountryBordersWithCountry,['el salvador']
Honduras,CountryBordersWithCountry,['nicaragua']
Honduras,CountryBordersWithCountry,['guatemala']
Iceland,CountryBordersWithCountry,['faroe islands']
Iceland,CountryBordersWithCountry,['greenland']
Iceland,CountryBordersWithCountry,['svalbard']
India,CountryBordersWithCountry,['bangladesh']
India,CountryBordersWithCountry,['bhutan']
India,CountryBordersWithCountry,['nepal']
India,CountryBordersWithCountry,"['china', ""people's republic of china""]"
India,CountryBordersWithCountry,['myanmar']
India,CountryBordersWithCountry,['pakistan']
India,CountryBordersWithCountry,['sri lanka']
India,CountryBordersWithCountry,['indonesia']
Indonesia,CountryBordersWithCountry,['thailand']
Indonesia,CountryBordersWithCountry,['malaysia']
Indonesia,CountryBordersWithCountry,['vietnam']
Indonesia,CountryBordersWithCountry,['india']
Indonesia,CountryBordersWithCountry,['palau']
Indonesia,CountryBordersWithCountry,['singapore']
Indonesia,CountryBordersWithCountry,['papua new guinea']
Indonesia,CountryBordersWithCountry,['australia']
Indonesia,CountryBordersWithCountry,"['east timor', 'timor']"
Indonesia,CountryBordersWithCountry,['philippines']
Iran,CountryBordersWithCountry,['qatar']
Iran,CountryBordersWithCountry,['afghanistan']
Iran,CountryBordersWithCountry,['pakistan']
Iran,CountryBordersWithCountry,['armenia']
Iran,CountryBordersWithCountry,['saudi arabia']
Iran,CountryBordersWithCountry,"['united arab emirates', 'uae']"
Iran,CountryBordersWithCountry,['turkmenistan']
Iran,CountryBordersWithCountry,['bahrain']
Iran,CountryBordersWithCountry,['azerbaijan']
Iran,CountryBordersWithCountry,"['nakhchivan autonomous republic', 'nakhchivan']"
Iran,CountryBordersWithCountry,['iraq']
Iran,CountryBordersWithCountry,['kuwait']
Iran,CountryBordersWithCountry,['oman']
Iran,CountryBordersWithCountry,['turkey']
Iraq,CountryBordersWithCountry,['iran']
Iraq,CountryBordersWithCountry,['syria']
Iraq,CountryBordersWithCountry,['turkey']
Iraq,CountryBordersWithCountry,['saudi arabia']
Iraq,CountryBordersWithCountry,['jordan']
Iraq,CountryBordersWithCountry,['kuwait']
Israel,CountryBordersWithCountry,['egypt']
Israel,CountryBordersWithCountry,['lebanon']
Israel,CountryBordersWithCountry,['syria']
Israel,CountryBordersWithCountry,['jordan']
Italy,CountryBordersWithCountry,['switzerland']
Italy,CountryBordersWithCountry,['san marino']
Italy,CountryBordersWithCountry,['france']
Italy,CountryBordersWithCountry,['slovenia']
Italy,CountryBordersWithCountry,['malta']
Italy,CountryBordersWithCountry,['austria']
Italy,CountryBordersWithCountry,"['vatican city', 'vatican']"
Jamaica,CountryBordersWithCountry,['NONE']
Jordan,CountryBordersWithCountry,['syria']
Jordan,CountryBordersWithCountry,['saudi arabia']
Jordan,CountryBordersWithCountry,['iraq']
Jordan,CountryBordersWithCountry,['israel']
Kenya,CountryBordersWithCountry,['ethiopia']
Kenya,CountryBordersWithCountry,['uganda']
Kenya,CountryBordersWithCountry,"['south sudan', 'sudan']"
Kenya,CountryBordersWithCountry,['tanzania']
Kenya,CountryBordersWithCountry,['somalia']
Kenya,CountryBordersWithCountry,['sudan']
Kingdom of africa,CountryBordersWithCountry,['sudan']
Kingdom of africa,CountryBordersWithCountry,['egypt']
Kyrgyzstan,CountryBordersWithCountry,"['china', ""people's republic of china""]"
Kyrgyzstan,CountryBordersWithCountry,['kazakhstan']
Kyrgyzstan,CountryBordersWithCountry,['tajikistan']
Kyrgyzstan,CountryBordersWithCountry,['uzbekistan']
Lebanon,CountryBordersWithCountry,['israel']
Lebanon,CountryBordersWithCountry,['syria']
Lesotho,CountryBordersWithCountry,"['africa', 'south africa']"
Libya,CountryBordersWithCountry,['sudan']
Libya,CountryBordersWithCountry,['tunisia']
Libya,CountryBordersWithCountry,['niger']
Libya,CountryBordersWithCountry,['algeria']
Libya,CountryBordersWithCountry,['chad']
Libya,CountryBordersWithCountry,['egypt']
Liechtenstein,CountryBordersWithCountry,['switzerland']
Liechtenstein,CountryBordersWithCountry,['austria']
Luxembourg,CountryBordersWithCountry,['france']
Luxembourg,CountryBordersWithCountry,['belgium']
Luxembourg,CountryBordersWithCountry,['germany']
Madagascar,CountryBordersWithCountry,['mozambique']
Madagascar,CountryBordersWithCountry,['france']
Madagascar,CountryBordersWithCountry,['comoros']
Madagascar,CountryBordersWithCountry,['seychelles']
Malawi,CountryBordersWithCountry,['zambia']
Malawi,CountryBordersWithCountry,['mozambique']
Malawi,CountryBordersWithCountry,['tanzania']
Malaysia,CountryBordersWithCountry,['philippines']
Malaysia,CountryBordersWithCountry,['brunei']
Malaysia,CountryBordersWithCountry,['thailand']
Malaysia,CountryBordersWithCountry,['singapore']
Malaysia,CountryBordersWithCountry,['indonesia']
Mali,CountryBordersWithCountry,['niger']
Mali,CountryBordersWithCountry,['burkina faso']
Mali,CountryBordersWithCountry,['algeria']
Mali,CountryBordersWithCountry,['senegal']
Mali,CountryBordersWithCountry,['guinea']
Mali,CountryBordersWithCountry,['ivory coast']
Mali,CountryBordersWithCountry,['mauritania']
Marshall islands,CountryBordersWithCountry,['nauru']
Marshall islands,CountryBordersWithCountry,"['usa', 'united states of america']"
Marshall islands,CountryBordersWithCountry,['kiribati']
Marshall islands,CountryBordersWithCountry,"['micronesia', 'federated states of micronesia']"
Mauritius,CountryBordersWithCountry,['NONE']
Moldova,CountryBordersWithCountry,['romania']
Moldova,CountryBordersWithCountry,['ukraine']
Monaco,CountryBordersWithCountry,['france']
Mongolia,CountryBordersWithCountry,['russia']
Mongolia,CountryBordersWithCountry,"['china', ""people's republic of china""]"
Montenegro,CountryBordersWithCountry,['serbia']
Montenegro,CountryBordersWithCountry,['bosnia and herzegovina']
Montenegro,CountryBordersWithCountry,['kosovo']
Montenegro,CountryBordersWithCountry,['croatia']
Montenegro,CountryBordersWithCountry,['albania']
Namibia,CountryBordersWithCountry,['zambia']
Namibia,CountryBordersWithCountry,['angola']
Namibia,CountryBordersWithCountry,"['africa', 'south africa']"
Namibia,CountryBordersWithCountry,['botswana']
Nauru,CountryBordersWithCountry,['NONE']
Nepal,CountryBordersWithCountry,['india']
Nepal,CountryBordersWithCountry,"['china', ""people's republic of china""]"
Nicaragua,CountryBordersWithCountry,['costa rica']
Nicaragua,CountryBordersWithCountry,['colombia']
Nicaragua,CountryBordersWithCountry,['honduras']
Niger,CountryBordersWithCountry,['burkina faso']
Niger,CountryBordersWithCountry,['benin']
Niger,CountryBordersWithCountry,['libya']
Niger,CountryBordersWithCountry,['mali']
Niger,CountryBordersWithCountry,['algeria']
Niger,CountryBordersWithCountry,['chad']
Niger,CountryBordersWithCountry,['nigeria']
North korea,CountryBordersWithCountry,"['korea', 'south korea']"
North korea,CountryBordersWithCountry,"['china', ""people's republic of china""]"
North korea,CountryBordersWithCountry,['russia']
North macedonia,CountryBordersWithCountry,['albania']
North macedonia,CountryBordersWithCountry,['greece']
North macedonia,CountryBordersWithCountry,['bulgaria']
North macedonia,CountryBordersWithCountry,['serbia']
North macedonia,CountryBordersWithCountry,['kosovo']
Norway,CountryBordersWithCountry,['sweden']
Norway,CountryBordersWithCountry,['russia']
Norway,CountryBordersWithCountry,['finland']
Oman,CountryBordersWithCountry,['iran']
Oman,CountryBordersWithCountry,['yemen']
Oman,CountryBordersWithCountry,"['united arab emirates', 'uae']"
Oman,CountryBordersWithCountry,['saudi arabia']
Palau,CountryBordersWithCountry,['philippines']
Palau,CountryBordersWithCountry,"['micronesia', 'federated states of micronesia']"
Palau,CountryBordersWithCountry,['indonesia']
Papua new guinea,CountryBordersWithCountry,['indonesia']
Papua new guinea,CountryBordersWithCountry,"['micronesia', 'federated states of micronesia']"
Papua new guinea,CountryBordersWithCountry,['australia']
People's republic of china,CountryBordersWithCountry,"['korea', 'south korea']"
People's republic of china,CountryBordersWithCountry,['afghanistan']
People's republic of china,CountryBordersWithCountry,['india']
People's republic of china,CountryBordersWithCountry,['nepal']
People's republic of china,CountryBordersWithCountry,['mongolia']
People's republic of china,CountryBordersWithCountry,['bhutan']
People's republic of china,CountryBordersWithCountry,['tajikistan']
People's republic of china,CountryBordersWithCountry,['vietnam']
People's republic of china,CountryBordersWithCountry,['myanmar']
People's republic of china,CountryBordersWithCountry,"['korea', 'north korea']"
People's republic of china,CountryBordersWithCountry,['laos']
People's republic of china,CountryBordersWithCountry,['japan']
People's republic of china,CountryBordersWithCountry,['russia']
People's republic of china,CountryBordersWithCountry,['kazakhstan']
People's republic of china,CountryBordersWithCountry,['kyrgyzstan']
People's republic of china,CountryBordersWithCountry,['pakistan']
Philippines,CountryBordersWithCountry,['taiwan']
Philippines,CountryBordersWithCountry,['malaysia']
Philippines,CountryBordersWithCountry,['palau']
Philippines,CountryBordersWithCountry,['indonesia']
Qatar,CountryBordersWithCountry,['iran']
Qatar,CountryBordersWithCountry,['saudi arabia']
Republic of ireland,CountryBordersWithCountry,"['ireland', 'northern ireland']"
Republic of ireland,CountryBordersWithCountry,"['united kingdom', 'uk']"
Romania,CountryBordersWithCountry,['ukraine']
Romania,CountryBordersWithCountry,['bulgaria']
Romania,CountryBordersWithCountry,['serbia']
Romania,CountryBordersWithCountry,['hungary']
Romania,CountryBordersWithCountry,['moldova']
Russia,CountryBordersWithCountry,"[""donetsk people's republic"", 'donetsk']"
Russia,CountryBordersWithCountry,"['luhansk', ""luhansk people's republic""]"
Russia,CountryBordersWithCountry,"['china', ""people's republic of china""]"
Russia,CountryBordersWithCountry,"['republic of abkhazia', 'abkhazia']"
Russia,CountryBordersWithCountry,['lithuania']
Russia,CountryBordersWithCountry,['mongolia']
Russia,CountryBordersWithCountry,['azerbaijan']
Russia,CountryBordersWithCountry,['belarus']
Russia,CountryBordersWithCountry,['japan']
Russia,CountryBordersWithCountry,['finland']
Russia,CountryBordersWithCountry,"['usa', 'united states of america']"
Russia,CountryBordersWithCountry,['estonia']
Russia,CountryBordersWithCountry,['latvia']
Russia,CountryBordersWithCountry,['poland']
Russia,CountryBordersWithCountry,['ukraine']
Russia,CountryBordersWithCountry,"['korea', 'north korea']"
Russia,CountryBordersWithCountry,['kazakhstan']
Russia,CountryBordersWithCountry,['georgia']
Russia,CountryBordersWithCountry,['norway']
Saint lucia,CountryBordersWithCountry,['venezuela']
Sao tome and principe,CountryBordersWithCountry,['nigeria']
Sao tome and principe,CountryBordersWithCountry,['gabon']
Sao tome and principe,CountryBordersWithCountry,"['equatorial guinea', 'guinea']"
Senegal,CountryBordersWithCountry,"['the gambia', 'gambia']"
Senegal,CountryBordersWithCountry,['guinea-bissau']
Senegal,CountryBordersWithCountry,['mali']
Senegal,CountryBordersWithCountry,['guinea']
Senegal,CountryBordersWithCountry,['mauritania']
Serbia,CountryBordersWithCountry,['montenegro']
Serbia,CountryBordersWithCountry,['kosovo']
Serbia,CountryBordersWithCountry,['bosnia and herzegovina']
Serbia,CountryBordersWithCountry,['hungary']
Serbia,CountryBordersWithCountry,['croatia']
Serbia,CountryBordersWithCountry,['bulgaria']
Serbia,CountryBordersWithCountry,"['north macedonia', 'macedonia']"
Serbia,CountryBordersWithCountry,['albania']
Serbia,CountryBordersWithCountry,['romania']
Seychelles,CountryBordersWithCountry,['france']
Seychelles,CountryBordersWithCountry,['tanzania']
Seychelles,CountryBordersWithCountry,['comoros']
Seychelles,CountryBordersWithCountry,['madagascar']
Seychelles,CountryBordersWithCountry,['mauritius']
Sierra leone,CountryBordersWithCountry,['guinea']
Sierra leone,CountryBordersWithCountry,['liberia']
Singapore,CountryBordersWithCountry,['malaysia']
Singapore,CountryBordersWithCountry,['indonesia']
South sudan,CountryBordersWithCountry,['sudan']
South sudan,CountryBordersWithCountry,['uganda']
South sudan,CountryBordersWithCountry,"['congo', 'democratic republic of the congo']"
South sudan,CountryBordersWithCountry,['kenya']
South sudan,CountryBordersWithCountry,['ethiopia']
South sudan,CountryBordersWithCountry,"['africa', 'central african republic']"
Sri Lanka,CountryBordersWithCountry,['NONE']
State of palestine,CountryBordersWithCountry,['israel']
Suriname,CountryBordersWithCountry,['brazil']
Suriname,CountryBordersWithCountry,['guyana']
Suriname,CountryBordersWithCountry,['french guiana']
Suriname,CountryBordersWithCountry,['france']
Switzerland,CountryBordersWithCountry,['austria']
Switzerland,CountryBordersWithCountry,['france']
Switzerland,CountryBordersWithCountry,['italy']
Switzerland,CountryBordersWithCountry,['germany']
Switzerland,CountryBordersWithCountry,['liechtenstein']
Taiwan,CountryBordersWithCountry,['japan']
Taiwan,CountryBordersWithCountry,"['china', ""people's republic of china""]"
Taiwan,CountryBordersWithCountry,['philippines']
Tonga,CountryBordersWithCountry,"['usa', 'united states of america']"
Tuvalu,CountryBordersWithCountry,['NONE']
Ukraine,CountryBordersWithCountry,['moldova']
Ukraine,CountryBordersWithCountry,['slovakia']
Ukraine,CountryBordersWithCountry,['hungary']
Ukraine,CountryBordersWithCountry,['romania']
Ukraine,CountryBordersWithCountry,['poland']
Ukraine,CountryBordersWithCountry,['belarus']
Ukraine,CountryBordersWithCountry,['russia']
United arab emirates,CountryBordersWithCountry,['saudi arabia']
United arab emirates,CountryBordersWithCountry,['iran']
United arab emirates,CountryBordersWithCountry,['oman']
United states of america,CountryBordersWithCountry,['mexico']
United states of america,CountryBordersWithCountry,['canada']
Vietnam,CountryBordersWithCountry,"['china', ""people's republic of china""]"
Vietnam,CountryBordersWithCountry,['laos']
Vietnam,CountryBordersWithCountry,['cambodia']
Zambia,CountryBordersWithCountry,['namibia']
Zambia,CountryBordersWithCountry,['botswana']
Zambia,CountryBordersWithCountry,"['congo', 'democratic republic of the congo']"
Zambia,CountryBordersWithCountry,['malawi']
Zambia,CountryBordersWithCountry,['zimbabwe']
Zambia,CountryBordersWithCountry,['angola']
Zambia,CountryBordersWithCountry,['tanzania']
Zambia,CountryBordersWithCountry,['mozambique']
