SubjectEntity,relation,ObjectEntity
Kim Kardashian,PersonLanguage,"['english', 'american english']"
Kylie Minogue,PersonLanguage,['english']
Lady Gaga,PersonLanguage,['english']
Lana Del Rey,PersonLanguage,['english']
Lana Del Rey,PersonLanguage,['spanish']
Lance Armstrong,PersonLanguage,['english']
Leonardo DiCaprio,PersonLanguage,['english']
Leonardo DiCaprio,PersonLanguage,['italian']
Leonardo DiCaprio,PersonLanguage,['german']
Lewis Hamilton,PersonLanguage,['english']
Lil Wayne,PersonLanguage,['english']
Lindsay Lohan,PersonLanguage,['english']
Luis Suárez,PersonLanguage,['spanish']
Madonna,PersonLanguage,['english']
Marc Márquez,PersonLanguage,['english']
Marc Márquez,PersonLanguage,['catalan']
Marc Márquez,PersonLanguage,['spanish']
Marcelo,PersonLanguage,['portuguese']
Marine Le Pen,PersonLanguage,['french']
Mark Hoppus,PersonLanguage,['english']
Mark Ruffalo,PersonLanguage,['english']
Memphis Depay,PersonLanguage,['french']
Memphis Depay,PersonLanguage,['dutch']
Memphis Depay,PersonLanguage,['english']
Mitt Romney,PersonLanguage,['english']
Mitt Romney,PersonLanguage,['french']
Mohamed Morsi,PersonLanguage,['english']
Mohamed Morsi,PersonLanguage,['arabic']
Narendra Modi,PersonLanguage,['english']
Narendra Modi,PersonLanguage,['gujarati']
Narendra Modi,PersonLanguage,['bengali']
Narendra Modi,PersonLanguage,['hindi']
Narendra Modi,PersonLanguage,['sanskrit']
Narendra Modi,PersonLanguage,['punjabi']
Nelson Mandela,PersonLanguage,['english']
Nelson Mandela,PersonLanguage,['xhosa']
Nicolas Sarkozy,PersonLanguage,['french']
Olivier Giroud,PersonLanguage,['french']
Paul McCartney,PersonLanguage,['english']
Pelé,PersonLanguage,['portuguese']
Pervez Musharraf,PersonLanguage,['english']
Pervez Musharraf,PersonLanguage,['urdu']
Pervez Musharraf,PersonLanguage,['turkish']
Pharrell Williams,PersonLanguage,['english']
Pink,PersonLanguage,['english']
Priyanka Chopra,PersonLanguage,['marathi']
Priyanka Chopra,PersonLanguage,['english']
Priyanka Chopra,PersonLanguage,['hindi']
Rafael Correa Delgado,PersonLanguage,['spanish']
Rahul Gandhi,PersonLanguage,['hindi']
Ringo Starr,PersonLanguage,['english']
Robin van Persie,PersonLanguage,['dutch']
Ronaldinho,PersonLanguage,['spanish']
Ronaldinho,PersonLanguage,['portuguese']
Sebastián Piñera,PersonLanguage,['french']
Sebastián Piñera,PersonLanguage,['spanish']
Sebastián Piñera,PersonLanguage,['english']
Seth Meyers,PersonLanguage,['english']
Shakira,PersonLanguage,['catalan']
Shakira,PersonLanguage,['english']
Shakira,PersonLanguage,['portuguese']
Shakira,PersonLanguage,['spanish']
Shakira,PersonLanguage,['italian']
Shakira,PersonLanguage,['french']
Snoop Dogg,PersonLanguage,['english']
Stephen Harper,PersonLanguage,['english']
Stephen Harper,PersonLanguage,['french']
Taylor Swift,PersonLanguage,['english']
Tiger Woods,PersonLanguage,['english']
Tom Cruise,PersonLanguage,['english']
Tom Hanks,PersonLanguage,['english']
Troian Bellisario,PersonLanguage,['english']
Weird Al Yankovic,PersonLanguage,['english']
William Bonner,PersonLanguage,['portuguese']
Xabi Alonso,PersonLanguage,['german']
Xabi Alonso,PersonLanguage,['basque']
Xabi Alonso,PersonLanguage,['spanish']
Xabi Alonso,PersonLanguage,['english']
Zedd,PersonLanguage,['german']
Zedd,PersonLanguage,['english']
Zedd,PersonLanguage,['russian']
