SubjectEntity,relation,ObjectEntity
Nipsey hussle,PersonCauseOfDeath,"['ballistic trauma', 'trauma']"
Norm macdonald,PersonCauseOfDeath,['cancer']
Paul g. allen,PersonCauseOfDeath,"['non-hodgkin lymphoma', 'lymphoma']"
Philipp mißfelder,PersonCauseOfDeath,"['pulmonary embolism', 'embolism']"
Pierre nkurunziza,PersonCauseOfDeath,"['covid-19', 'covid']"
Pierre nkurunziza,PersonCauseOfDeath,['cardiac arrest']
Prince,PersonCauseOfDeath,"['fentanyl toxicity', 'toxicity']"
Raffaella carrà,PersonCauseOfDeath,"['cancer', 'lung cancer']"
Roger ebert,PersonCauseOfDeath,"['thyroid cancer', 'cancer']"
Roh hoe-chan,PersonCauseOfDeath,"['falling', 'suicide']"
Satya Nadella,PersonCauseOfDeath,['NONE']
Sayaka kanda,PersonCauseOfDeath,['shock']
Sayaka kanda,PersonCauseOfDeath,"['suicide by jumping from height', 'suicide']"
Selena Gomez,PersonCauseOfDeath,['NONE']
Sergio Agüero,PersonCauseOfDeath,['NONE']
Shakira,PersonCauseOfDeath,['NONE']
Shawn Mendes,PersonCauseOfDeath,['NONE']
Sheryl Sandberg,PersonCauseOfDeath,['NONE']
Shintarō ishihara,PersonCauseOfDeath,"['pancreatic cancer', 'cancer']"
Shinzo Abe,PersonCauseOfDeath,['NONE']
Stan lee,PersonCauseOfDeath,"['infarction', 'acute myocardial infarction']"
Stephen King,PersonCauseOfDeath,['NONE']
Sundar Pichai,PersonCauseOfDeath,['NONE']
Susan Wojcicki,PersonCauseOfDeath,['NONE']
Sushant singh rajput,PersonCauseOfDeath,['asphyxia']
Sushma swaraj,PersonCauseOfDeath,['cardiac arrest']
Tabaré vázquez,PersonCauseOfDeath,"['cancer', 'lung cancer']"
Taylor swift,PersonCauseOfDeath,['NONE']
Terry jones,PersonCauseOfDeath,"['frontotemporal dementia', 'dementia']"
Tim Cook,PersonCauseOfDeath,['NONE']
Tim-Berners Lee,PersonCauseOfDeath,['NONE']
Tom Hanks,PersonCauseOfDeath,['NONE']
Tupac shakur,PersonCauseOfDeath,"['drive-by', 'homicide', 'murder']"
Warren Buffett,PersonCauseOfDeath,['NONE']
Wes craven,PersonCauseOfDeath,"['brain cancer', 'cancer']"
Will smith,PersonCauseOfDeath,['NONE']
Xi Jinping,PersonCauseOfDeath,['NONE']
Zayn Malik,PersonCauseOfDeath,['NONE']
