SubjectEntity,relation,ObjectEntity
Maine,StateSharesBorderState,['new brunswick']
Marche,StateSharesBorderState,['emilia-romagna']
Marche,StateSharesBorderState,['tuscany']
Marche,StateSharesBorderState,['lazio']
Marche,StateSharesBorderState,['abruzzo']
Marche,StateSharesBorderState,['umbria']
Mecklenburg-western pomerania,StateSharesBorderState,['brandenburg']
Mecklenburg-western pomerania,StateSharesBorderState,"['pomeranian', 'west pomeranian voivodeship']"
Mecklenburg-western pomerania,StateSharesBorderState,"['lower saxony', 'saxony']"
Mecklenburg-western pomerania,StateSharesBorderState,['schleswig-holstein']
Mexico city,StateSharesBorderState,"['state of mexico', 'mexico']"
Mexico city,StateSharesBorderState,['morelos']
Michigan,StateSharesBorderState,['ontario']
Michigan,StateSharesBorderState,['indiana']
Michigan,StateSharesBorderState,['ohio']
Michigan,StateSharesBorderState,['illinois']
Michigan,StateSharesBorderState,['wisconsin']
Michigan,StateSharesBorderState,['minnesota']
Minnesota,StateSharesBorderState,"['dakota', 'south dakota']"
Minnesota,StateSharesBorderState,['iowa']
Minnesota,StateSharesBorderState,['ontario']
Minnesota,StateSharesBorderState,['manitoba']
Minnesota,StateSharesBorderState,['wisconsin']
Minnesota,StateSharesBorderState,"['north dakota', 'dakota']"
Minnesota,StateSharesBorderState,['michigan']
Miyagi prefecture,StateSharesBorderState,"['fukushima prefecture', 'fukushima']"
Miyagi prefecture,StateSharesBorderState,['yamagata']
Miyagi prefecture,StateSharesBorderState,"['iwate prefecture', 'iwate']"
Miyagi prefecture,StateSharesBorderState,"['akita prefecture', 'akita']"
Molise,StateSharesBorderState,['apulia']
Molise,StateSharesBorderState,['lazio']
Molise,StateSharesBorderState,['abruzzo']
Molise,StateSharesBorderState,['campania']
Montana,StateSharesBorderState,['alberta']
Montana,StateSharesBorderState,"['north dakota', 'dakota']"
Montana,StateSharesBorderState,['british columbia']
Montana,StateSharesBorderState,['saskatchewan']
Montana,StateSharesBorderState,['idaho']
Montana,StateSharesBorderState,['wyoming']
Montana,StateSharesBorderState,"['dakota', 'south dakota']"
Møre og romsdal,StateSharesBorderState,['vestland']
Møre og romsdal,StateSharesBorderState,['oppland']
Møre og romsdal,StateSharesBorderState,['innlandet']
Møre og romsdal,StateSharesBorderState,"['sor-trondelag', 'sør-trøndelag']"
Møre og romsdal,StateSharesBorderState,"['trøndelag', 'trondelag']"
Møre og romsdal,StateSharesBorderState,['sogn og fjordane']
Navarre,StateSharesBorderState,['basque autonomous community']
Navarre,StateSharesBorderState,['aragon']
Navarre,StateSharesBorderState,['nouvelle-aquitaine']
Navarre,StateSharesBorderState,['la rioja']
Nevada,StateSharesBorderState,['idaho']
Nevada,StateSharesBorderState,['oregon']
Nevada,StateSharesBorderState,['utah']
Nevada,StateSharesBorderState,['california']
Nevada,StateSharesBorderState,['arizona']
New york,StateSharesBorderState,['new jersey']
New york,StateSharesBorderState,['vermont']
New york,StateSharesBorderState,['ontario']
New york,StateSharesBorderState,['pennsylvania']
New york,StateSharesBorderState,['connecticut']
New york,StateSharesBorderState,['quebec']
New york,StateSharesBorderState,['massachusetts']
Nordland,StateSharesBorderState,"['nord-trøndelag', 'nord-trondelag']"
Nordland,StateSharesBorderState,['troms']
Nordland,StateSharesBorderState,['troms og finnmark fylke']
Nordland,StateSharesBorderState,"['norrbotten county', 'norrbotten']"
Nordland,StateSharesBorderState,"['vasterbotten', 'västerbotten county']"
Nordland,StateSharesBorderState,"['trøndelag', 'trondelag']"
Oklahoma,StateSharesBorderState,"['new mexico', 'mexico']"
Oklahoma,StateSharesBorderState,['texas']
Oklahoma,StateSharesBorderState,['kansas']
Oklahoma,StateSharesBorderState,['missouri']
Oklahoma,StateSharesBorderState,['arkansas']
Oklahoma,StateSharesBorderState,['colorado']
Oregon,StateSharesBorderState,['washington']
Oregon,StateSharesBorderState,['nevada']
Oregon,StateSharesBorderState,['idaho']
Oregon,StateSharesBorderState,['california']
Ostrobothnia,StateSharesBorderState,"['southern ostrobothnia', 'ostrobothnia']"
Ostrobothnia,StateSharesBorderState,"['ostrobothnia', 'central ostrobothnia']"
Ostrobothnia,StateSharesBorderState,['satakunta']
Pennsylvania,StateSharesBorderState,['ontario']
Pennsylvania,StateSharesBorderState,['new york']
Pennsylvania,StateSharesBorderState,['delaware']
Pennsylvania,StateSharesBorderState,['maryland']
Pennsylvania,StateSharesBorderState,['ohio']
Pennsylvania,StateSharesBorderState,"['virginia', 'west virginia']"
Pennsylvania,StateSharesBorderState,['new jersey']
Pirkanmaa,StateSharesBorderState,"['southern ostrobothnia', 'ostrobothnia']"
Pirkanmaa,StateSharesBorderState,"['finland', 'central finland']"
Pirkanmaa,StateSharesBorderState,['tavastia proper']
Pirkanmaa,StateSharesBorderState,['satakunta']
Pirkanmaa,StateSharesBorderState,['finland proper']
Pirkanmaa,StateSharesBorderState,"['paijanne tavastia', 'päijänne tavastia']"
Pécs,StateSharesBorderState,"['kozármisleny', 'kozarmisleny']"
Pécs,StateSharesBorderState,"['cserkút', 'cserkut']"
Pécs,StateSharesBorderState,"['nagykozár', 'nagykozar']"
Pécs,StateSharesBorderState,"['orfű', 'orfu']"
Pécs,StateSharesBorderState,"['pécsudvard', 'pecsudvard']"
Pécs,StateSharesBorderState,"['keszu', 'keszü']"
Pécs,StateSharesBorderState,"['bogád', 'bogad']"
Region of murcia,StateSharesBorderState,"['comunidad valenciana', 'valenciana']"
Region of murcia,StateSharesBorderState,['new castile']
Region of murcia,StateSharesBorderState,"['land of valencia', 'valenciana']"
Region of murcia,StateSharesBorderState,['andalusia']
Region of murcia,StateSharesBorderState,['castile-la mancha']
Rogaland,StateSharesBorderState,['vestland']
Rogaland,StateSharesBorderState,['vestfold og telemark']
Rogaland,StateSharesBorderState,['agder']
Rogaland,StateSharesBorderState,['hordaland']
Rogaland,StateSharesBorderState,['vest-agder']
Rogaland,StateSharesBorderState,['aust-agder']
Rogaland,StateSharesBorderState,['telemark']
Saarland,StateSharesBorderState,['luxembourg']
Saarland,StateSharesBorderState,['lorraine']
Saarland,StateSharesBorderState,['rhineland-palatinate']
Saarland,StateSharesBorderState,['moselle']
Saint petersburg,StateSharesBorderState,"['vsevolozhsky', 'vsevolozhsky district']"
Saint petersburg,StateSharesBorderState,"['gatchinsky district', 'gatchinsky']"
Saint petersburg,StateSharesBorderState,"['tosnensky', 'tosnensky district']"
Saint petersburg,StateSharesBorderState,"['kirishsky district', 'kirishsky']"
Saint petersburg,StateSharesBorderState,"['vyborgsky district', 'vyborgsky']"
Saint petersburg,StateSharesBorderState,['leningrad oblast']
Saint petersburg,StateSharesBorderState,"['lomonosovsky district', 'lomonosovsky']"
Salzburg,StateSharesBorderState,['carinthia']
Salzburg,StateSharesBorderState,['styria']
Salzburg,StateSharesBorderState,['upper austria']
Salzburg,StateSharesBorderState,['tyrol']
Salzburg,StateSharesBorderState,"['tyrol', 'south tyrol']"
Salzburg,StateSharesBorderState,['trentino-south tyrol']
Salzburg,StateSharesBorderState,['bavaria']
San marino,StateSharesBorderState,['san leo']
San marino,StateSharesBorderState,['acquaviva']
San marino,StateSharesBorderState,['borgo maggiore']
San marino,StateSharesBorderState,['chiesanuova']
San marino,StateSharesBorderState,['fiorentino']
Satakunta,StateSharesBorderState,['pirkanmaa']
Satakunta,StateSharesBorderState,['finland proper']
Satakunta,StateSharesBorderState,"['southern ostrobothnia', 'ostrobothnia']"
Satakunta,StateSharesBorderState,['ostrobothnia']
Saxony-anhalt,StateSharesBorderState,"['lower saxony', 'saxony']"
Saxony-anhalt,StateSharesBorderState,['saxony']
Saxony-anhalt,StateSharesBorderState,['thuringia']
Saxony-anhalt,StateSharesBorderState,['brandenburg']
Schwyz,StateSharesBorderState,['nidwalden']
Schwyz,StateSharesBorderState,"['canton of zürich', 'zurich']"
Schwyz,StateSharesBorderState,"['canton of zug', 'zug']"
Schwyz,StateSharesBorderState,['obwalden']
Schwyz,StateSharesBorderState,"['st. gallen', 'canton of st. gallen']"
Schwyz,StateSharesBorderState,['uri']
Schwyz,StateSharesBorderState,"['canton of lucerne', 'lucerne']"
Schwyz,StateSharesBorderState,['canton of glarus']
Tarapacá region,StateSharesBorderState,"['oruro department', 'oruro']"
Tarapacá region,StateSharesBorderState,"['potosi', 'potosí department']"
Tarapacá region,StateSharesBorderState,"['antofagasta region', 'antofagasta']"
Tarapacá region,StateSharesBorderState,"['arica y parinacota', 'arica y parinacota region']"
Tennessee,StateSharesBorderState,['alabama']
Tennessee,StateSharesBorderState,['virginia']
Tennessee,StateSharesBorderState,['georgia']
Tennessee,StateSharesBorderState,"['north carolina', 'carolina']"
Tennessee,StateSharesBorderState,['mississippi']
Tennessee,StateSharesBorderState,['kentucky']
Tennessee,StateSharesBorderState,['arkansas']
Tennessee,StateSharesBorderState,['missouri']
Texas,StateSharesBorderState,['chihuahua']
Texas,StateSharesBorderState,"['new mexico', 'mexico']"
Texas,StateSharesBorderState,"['nuevo león', 'nuevo leon', 'leon']"
Texas,StateSharesBorderState,"['tamaulipas', 'tamaulipas state']"
Texas,StateSharesBorderState,['coahuila']
Texas,StateSharesBorderState,['louisiana']
Texas,StateSharesBorderState,['arkansas']
Texas,StateSharesBorderState,['oklahoma']
Thurgau,StateSharesBorderState,"['baden-wurttemberg', 'baden-württemberg']"
Thurgau,StateSharesBorderState,"['canton of schaffhausen', 'schaffhausen']"
Thurgau,StateSharesBorderState,"['st. gallen', 'canton of st. gallen']"
Thurgau,StateSharesBorderState,"['canton of zürich', 'zurich']"
Tochigi prefecture,StateSharesBorderState,"['fukushima prefecture', 'fukushima']"
Tochigi prefecture,StateSharesBorderState,"['ibaraki prefecture', 'ibaraki']"
Tochigi prefecture,StateSharesBorderState,"['saitama prefecture', 'saitama']"
Tochigi prefecture,StateSharesBorderState,"['gunma', 'gunma prefecture']"
Tuscany,StateSharesBorderState,['liguria']
Tuscany,StateSharesBorderState,['lazio']
Tuscany,StateSharesBorderState,['umbria']
Tuscany,StateSharesBorderState,['marche']
Tuscany,StateSharesBorderState,['emilia-romagna']
Tyrol,StateSharesBorderState,['bavaria']
Tyrol,StateSharesBorderState,['trentino-south tyrol']
Tyrol,StateSharesBorderState,['grisons']
