SubjectEntity,Relation,ObjectEntity
Los lagos region,StateSharesBorderState,Araucania
Los lagos region,StateSharesBorderState,Los Rios
Los lagos region,StateSharesBorderState,Magellan and Chilean Antarctica
Luxembourg district,StateSharesBorderState,Moselle
Luxembourg district,StateSharesBorderState,Meuse
Luxembourg district,StateSharesBorderState,Ardennes
Massachusetts,StateSharesBorderState,New Hampshire
Massachusetts,StateSharesBorderState,Rhode Island
Massachusetts,StateSharesBorderState,Connecticut
Nebraska,StateSharesBorderState,South Dakota
Nebraska,StateSharesBorderState,Iowa
Nebraska,StateSharesBorderState,Missouri
Nebraska,StateSharesBorderState,Kansas
Nebraska,StateSharesBorderState,Colorado
New hampshire,StateSharesBorderState,Maine
New hampshire,StateSharesBorderState,Vermont
New jersey,StateSharesBorderState,New York
New jersey,StateSharesBorderState,Pennsylvania
New jersey,StateSharesBorderState,Delaware
O'higgins region,StateSharesBorderState,Maule Region
O'higgins region,StateSharesBorderState,Bío-Bío Region
O'higgins region,StateSharesBorderState,Araucanía Region
Obwalden,StateSharesBorderState,Uri
Obwalden,StateSharesBorderState,Berne
Obwalden,StateSharesBorderState,Valais
Ohio,StateSharesBorderState,Michigan
Ohio,StateSharesBorderState,Indiana
Ohio,StateSharesBorderState,Kentucky
Ohio,StateSharesBorderState,West Virginia
Ohio,StateSharesBorderState,Pennsylvania
Päijänne tavastia,StateSharesBorderState,Central Finland
Päijänne tavastia,StateSharesBorderState,Southern Finland
Päijänne tavastia,StateSharesBorderState,Kymenlaakso
Rhineland-palatinate,StateSharesBorderState,Hesse
Rhineland-palatinate,StateSharesBorderState,Baden-Wurttemberg
Rhineland-palatinate,StateSharesBorderState,Saarland
Rhineland-palatinate,StateSharesBorderState,Luxembourg
Rhineland-palatinate,StateSharesBorderState,Belgium
Rhineland-palatinate,StateSharesBorderState,Netherlands
Río negro department,StateSharesBorderState,Misiones Province
Río negro department,StateSharesBorderState,Corrientes Province
Salto department,StateSharesBorderState,Artigas
Salto department,StateSharesBorderState,Rivera
Salto department,StateSharesBorderState,Tacuarembo
San josé department,StateSharesBorderState,Heredia
San josé department,StateSharesBorderState,Alajuela
San josé department,StateSharesBorderState,Cartago
Santiago metropolitan region,StateSharesBorderState,Maule Region
Santiago metropolitan region,StateSharesBorderState,O'Higgins Region
Santiago metropolitan region,StateSharesBorderState,Bio-Bio Region
Scotland,StateSharesBorderState,England
Soriano department,StateSharesBorderState,Montevideo
Soriano department,StateSharesBorderState,San Jose
Soriano department,StateSharesBorderState,Flores
Tacuarembó department,StateSharesBorderState,Río Negro
Tacuarembó department,StateSharesBorderState,Treinta y Tres
Tacuarembó department,StateSharesBorderState,Cerro Largo
Tacuarembó department,StateSharesBorderState,Durazno
Tavastia proper,StateSharesBorderState,Satakunta
Tavastia proper,StateSharesBorderState,Pirkanmaa
Tavastia proper,StateSharesBorderState,South Karelia
Tavastia proper,StateSharesBorderState,Kymenlaakso
Tokyo,StateSharesBorderState,Yamanashi
Tokyo,StateSharesBorderState,Saitama
Tokyo,StateSharesBorderState,Chiba
Virginia,StateSharesBorderState,Kentucky
Virginia,StateSharesBorderState,Tennessee
Virginia,StateSharesBorderState,North Carolina
Virginia,StateSharesBorderState,West Virginia
Zagreb,StateSharesBorderState,Bosnia and Herzegovina
Zagreb,StateSharesBorderState,Serbia
Zagreb,StateSharesBorderState,Slovenia
