SubjectEntity,relation,ObjectEntity
Nitroglycerin,ChemicalCompoundElement,['carbon']
Nitroglycerin,ChemicalCompoundElement,['glyceryl']
Nitroglycerin,ChemicalCompoundElement,['oxygen']
Nitroglycerin,ChemicalCompoundElement,['nitrogen']
Octadecane,ChemicalCompoundElement,['carbon']
Oleamide,ChemicalCompoundElement,['hydrogen']
Oleamide,ChemicalCompoundElement,['carbon']
Oleamide,ChemicalCompoundElement,['oxygen']
Oleamide,ChemicalCompoundElement,['nitrogen']
Oxepin,ChemicalCompoundElement,['oxygen']
Oxepin,ChemicalCompoundElement,['carbon']
Oxytocin,ChemicalCompoundElement,['nitrogen']
Oxytocin,ChemicalCompoundElement,['carbon']
Phytane,ChemicalCompoundElement,['carbon']
Pimozide,ChemicalCompoundElement,['fluorine']
Pimozide,ChemicalCompoundElement,['carbon']
Potassium bitartrate,ChemicalCompoundElement,['oxygen']
Potassium bitartrate,ChemicalCompoundElement,['carbon']
Potassium bitartrate,ChemicalCompoundElement,['potassium']
Potassium bromide,ChemicalCompoundElement,['potassium']
Potassium hydride,ChemicalCompoundElement,['potassium']
Potassium hydride,ChemicalCompoundElement,['hydrogen']
Potassium hydroxide,ChemicalCompoundElement,['potassium']
Potassium hydroxide,ChemicalCompoundElement,['hydrogen']
Potassium hydroxide,ChemicalCompoundElement,['oxygen']
Potassium iodide,ChemicalCompoundElement,['potassium']
Potassium iodide,ChemicalCompoundElement,['iodine']
Potassium nitrate,ChemicalCompoundElement,['potassium']
Potassium nitrate,ChemicalCompoundElement,['oxygen']
Potassium nitrate,ChemicalCompoundElement,['nitrogen']
Progesterone,ChemicalCompoundElement,['carbon']
Propylene,ChemicalCompoundElement,['carbon']
Propylene,ChemicalCompoundElement,['oxygen']
Propylene,ChemicalCompoundElement,['hydrogen']
Selenium trioxide,ChemicalCompoundElement,['oxygen']
Selenium trioxide,ChemicalCompoundElement,['selenium']
Serotonin,ChemicalCompoundElement,['nitrogen']
Serotonin,ChemicalCompoundElement,['carbon']
Serotonin,ChemicalCompoundElement,['hydrogen']
Serotonin,ChemicalCompoundElement,['oxygen']
Sirolimus,ChemicalCompoundElement,['oxygen']
Sirolimus,ChemicalCompoundElement,['nitrogen']
Sirolimus,ChemicalCompoundElement,['hydrogen']
Sirolimus,ChemicalCompoundElement,['carbon']
Sodium bicarbonate,ChemicalCompoundElement,['hydrogen']
Sodium bicarbonate,ChemicalCompoundElement,['oxygen']
Sodium bicarbonate,ChemicalCompoundElement,['sodium']
Sodium bicarbonate,ChemicalCompoundElement,['carbon']
Sodium chloride,ChemicalCompoundElement,['chlorine']
Sodium chloride,ChemicalCompoundElement,['sodium']
Strontium hydroxide,ChemicalCompoundElement,['hydrogen']
Strontium hydroxide,ChemicalCompoundElement,['oxygen']
Strontium hydroxide,ChemicalCompoundElement,['strontium']
Tetrasulfur tetranitride,ChemicalCompoundElement,['nitrogen']
Tetrasulfur tetranitride,ChemicalCompoundElement,['sulfur']
Thiocyanic acid,ChemicalCompoundElement,['sulfur']
Thiocyanic acid,ChemicalCompoundElement,['hydrogen']
Thiocyanic acid,ChemicalCompoundElement,['nitrogen']
Thiocyanic acid,ChemicalCompoundElement,['carbon']
Thioridazine,ChemicalCompoundElement,['carbon']
Thioridazine,ChemicalCompoundElement,['sulfur']
Thymine,ChemicalCompoundElement,['hydrogen']
Thymine,ChemicalCompoundElement,['oxygen']
Thymine,ChemicalCompoundElement,['nitrogen']
Thymine,ChemicalCompoundElement,['carbon']
Titanium tetrafluoride,ChemicalCompoundElement,['fluorine']
Titanium tetrafluoride,ChemicalCompoundElement,['titanium']
Triacetin,ChemicalCompoundElement,['carbon']
Triacetin,ChemicalCompoundElement,['oxygen']
Tridecane,ChemicalCompoundElement,['carbon']
Tridecane,ChemicalCompoundElement,['hydrogen']
Trimethyl phosphite,ChemicalCompoundElement,['oxygen']
Trimethyl phosphite,ChemicalCompoundElement,['carbon']
Trimethyl phosphite,ChemicalCompoundElement,['hydrogen']
Trimethyl phosphite,ChemicalCompoundElement,['phosphorus']
Tropisetron,ChemicalCompoundElement,['nitrogen']
Tropisetron,ChemicalCompoundElement,['oxygen']
Tropisetron,ChemicalCompoundElement,['carbon']
Tyramine,ChemicalCompoundElement,['nitrogen']
Tyramine,ChemicalCompoundElement,['hydrogen']
Tyramine,ChemicalCompoundElement,['oxygen']
Tyramine,ChemicalCompoundElement,['carbon']
Undecane,ChemicalCompoundElement,['carbon']
Undecane,ChemicalCompoundElement,['hydrogen']
Urea,ChemicalCompoundElement,['oxygen']
Urea,ChemicalCompoundElement,['carbon']
Valsartan,ChemicalCompoundElement,['nitrogen']
Valsartan,ChemicalCompoundElement,['carbon']
Vanillin,ChemicalCompoundElement,['carbon']
Vanillin,ChemicalCompoundElement,['oxygen']
Water,ChemicalCompoundElement,['oxygen']
Water,ChemicalCompoundElement,['hydrogen']
Xanthine,ChemicalCompoundElement,['oxygen']
Xanthine,ChemicalCompoundElement,['carbon']
Zanamivir,ChemicalCompoundElement,['carbon']
Zanamivir,ChemicalCompoundElement,['nitrogen']
Zinc phosphate,ChemicalCompoundElement,['zinc']
Zinc phosphate,ChemicalCompoundElement,['oxygen']
Zinc phosphate,ChemicalCompoundElement,['phosphorus']
Zirconyl chloride,ChemicalCompoundElement,['chlorine']
Zirconyl chloride,ChemicalCompoundElement,['oxygen']
Zirconyl chloride,ChemicalCompoundElement,['zirconium']
