SubjectEntity,relation,ObjectEntity
Drava,RiverBasinsCountry,['italy']
Drava,RiverBasinsCountry,['austria']
Drava,RiverBasinsCountry,['slovenia']
Drava,RiverBasinsCountry,['croatia']
Drin,RiverBasinsCountry,['albania']
Elbe,RiverBasinsCountry,['austria']
Elbe,RiverBasinsCountry,['poland']
Elbe,RiverBasinsCountry,"['czech republic', 'czechia']"
Elbe,RiverBasinsCountry,['germany']
Fulda,RiverBasinsCountry,['germany']
Ganges,RiverBasinsCountry,['bangladesh']
Ganges,RiverBasinsCountry,['india']
Gauja,RiverBasinsCountry,['estonia']
Gauja,RiverBasinsCountry,['latvia']
Great whale river,RiverBasinsCountry,['canada']
Grijalva river,RiverBasinsCountry,['mexico']
Hari river,RiverBasinsCountry,['afghanistan']
Hari river,RiverBasinsCountry,['iran']
Hari river,RiverBasinsCountry,['turkmenistan']
Hrazdan river,RiverBasinsCountry,['armenia']
Hron,RiverBasinsCountry,['slovakia']
Huai river,RiverBasinsCountry,"['china', ""people's republic of china""]"
Hudson river,RiverBasinsCountry,"['usa', 'united states of america']"
Ili river,RiverBasinsCountry,['kazakhstan']
Ili river,RiverBasinsCountry,"['china', ""people's republic of china""]"
Illinois river,RiverBasinsCountry,"['usa', 'united states of america']"
Illinois river,RiverBasinsCountry,['illinois']
Indus river,RiverBasinsCountry,['india']
Indus river,RiverBasinsCountry,"['china', ""people's republic of china""]"
Indus river,RiverBasinsCountry,['pakistan']
Iori river,RiverBasinsCountry,['georgia']
Iori river,RiverBasinsCountry,['azerbaijan']
Jordan river,RiverBasinsCountry,['palestine']
Jordan river,RiverBasinsCountry,"['state of palestine', 'palestine']"
Jordan river,RiverBasinsCountry,['lebanon']
Jordan river,RiverBasinsCountry,['jordan']
Jordan river,RiverBasinsCountry,['israel']
Jordan river,RiverBasinsCountry,['syria']
Jurua river,RiverBasinsCountry,['brazil']
Jurua river,RiverBasinsCountry,['peru']
Kama,RiverBasinsCountry,['russia']
Kamchatka river,RiverBasinsCountry,['russia']
Liffey,RiverBasinsCountry,"['ireland', 'republic of ireland']"
Lusatian neisse,RiverBasinsCountry,['germany']
Lusatian neisse,RiverBasinsCountry,['poland']
Lusatian neisse,RiverBasinsCountry,"['czech republic', 'czechia']"
Madeira rivel,RiverBasinsCountry,['bolivia']
Madeira rivel,RiverBasinsCountry,['peru']
Madeira rivel,RiverBasinsCountry,['brazil']
Main,RiverBasinsCountry,['germany']
Mamoré river,RiverBasinsCountry,['bolivia']
Mamoré river,RiverBasinsCountry,['brazil']
Marañón river,RiverBasinsCountry,['peru']
Marne,RiverBasinsCountry,['france']
Mekong river,RiverBasinsCountry,['laos']
Mekong river,RiverBasinsCountry,['thailand']
Mekong river,RiverBasinsCountry,['myanmar']
Mekong river,RiverBasinsCountry,"['china', ""people's republic of china""]"
Mekong river,RiverBasinsCountry,['vietnam']
Mekong river,RiverBasinsCountry,['cambodia']
Moselle,RiverBasinsCountry,['france']
Moselle,RiverBasinsCountry,['germany']
Moselle,RiverBasinsCountry,['luxembourg']
Mur,RiverBasinsCountry,['croatia']
Mur,RiverBasinsCountry,['slovenia']
Mur,RiverBasinsCountry,['austria']
Mur,RiverBasinsCountry,['hungary']
Mureș river,RiverBasinsCountry,['hungary']
Mureș river,RiverBasinsCountry,['romania']
Murray river,RiverBasinsCountry,['australia']
Niagara river,RiverBasinsCountry,['canada']
Niagara river,RiverBasinsCountry,"['usa', 'united states of america']"
Ohio river,RiverBasinsCountry,"['usa', 'united states of america']"
Ohio river,RiverBasinsCountry,['pennsylvania']
Oise,RiverBasinsCountry,['belgium']
Oise,RiverBasinsCountry,['france']
Orange river,RiverBasinsCountry,['lesotho']
Orange river,RiverBasinsCountry,['namibia']
Orange river,RiverBasinsCountry,"['south africa', 'africa']"
Orkhon river,RiverBasinsCountry,['mongolia']
Orontes river,RiverBasinsCountry,['turkey']
Orontes river,RiverBasinsCountry,['syria']
Orontes river,RiverBasinsCountry,['lebanon']
Paraná river,RiverBasinsCountry,['bolivia']
Paraná river,RiverBasinsCountry,['paraguay']
Paraná river,RiverBasinsCountry,['argentina']
Paraná river,RiverBasinsCountry,['brazil']
Pearl river,RiverBasinsCountry,"['china', ""people's republic of china""]"
Pilcomayo,RiverBasinsCountry,['paraguay']
Pilcomayo,RiverBasinsCountry,['argentina']
Pilcomayo,RiverBasinsCountry,['bolivia']
Po,RiverBasinsCountry,['switzerland']
Po,RiverBasinsCountry,['italy']
Po,RiverBasinsCountry,['france']
Posof çayı,RiverBasinsCountry,['georgia']
Posof çayı,RiverBasinsCountry,['turkey']
Potomac river,RiverBasinsCountry,"['usa', 'united states of america']"
Pregolya,RiverBasinsCountry,['russia']
Prypiat river,RiverBasinsCountry,['ukraine']
Prypiat river,RiverBasinsCountry,['belarus']
Purus river,RiverBasinsCountry,['peru']
Purus river,RiverBasinsCountry,['brazil']
Red river,RiverBasinsCountry,['vietnam']
Red river,RiverBasinsCountry,"['china', ""people's republic of china""]"
Rio grande,RiverBasinsCountry,['mexico']
Rio grande,RiverBasinsCountry,['colorado']
Rio grande,RiverBasinsCountry,"['usa', 'united states of america']"
Rio negro,RiverBasinsCountry,['venezuela']
Rio negro,RiverBasinsCountry,['brazil']
Rio negro,RiverBasinsCountry,['colombia']
River shannon,RiverBasinsCountry,"['ireland', 'republic of ireland']"
Rubicon,RiverBasinsCountry,['italy']
Río de la plata,RiverBasinsCountry,['uruguay']
Río de la plata,RiverBasinsCountry,['argentina']
Saar,RiverBasinsCountry,['france']
Saar,RiverBasinsCountry,['germany']
Salzach,RiverBasinsCountry,['austria']
Salzach,RiverBasinsCountry,['germany']
Saône,RiverBasinsCountry,['france']
Senegal river,RiverBasinsCountry,['senegal']
Senegal river,RiverBasinsCountry,['mauritania']
Senegal river,RiverBasinsCountry,['guinea']
Senegal river,RiverBasinsCountry,['mali']
Snake river,RiverBasinsCountry,['wyoming']
Snake river,RiverBasinsCountry,"['usa', 'united states of america']"
São francisco river,RiverBasinsCountry,['brazil']
Tagus river,RiverBasinsCountry,['spain']
Tagus river,RiverBasinsCountry,['portugal']
Tennessee river,RiverBasinsCountry,"['usa', 'united states of america']"
Tigris,RiverBasinsCountry,['syria']
Tigris,RiverBasinsCountry,['turkey']
Tigris,RiverBasinsCountry,['iraq']
Ucayali river,RiverBasinsCountry,['peru']
Urubamba river,RiverBasinsCountry,['peru']
Velikaya,RiverBasinsCountry,['belarus']
Velikaya,RiverBasinsCountry,['russia']
Velikaya,RiverBasinsCountry,['latvia']
Vilyuy,RiverBasinsCountry,['russia']
Vistula,RiverBasinsCountry,['poland']
Vltava,RiverBasinsCountry,"['czech republic', 'czechia']"
Vyatka,RiverBasinsCountry,['russia']
Váh,RiverBasinsCountry,['slovakia']
Wabash river,RiverBasinsCountry,['ohio']
Wabash river,RiverBasinsCountry,"['usa', 'united states of america']"
Western bug,RiverBasinsCountry,['poland']
Western bug,RiverBasinsCountry,['ukraine']
Western bug,RiverBasinsCountry,['belarus']
Willamette river,RiverBasinsCountry,"['usa', 'united states of america']"
Yalu river,RiverBasinsCountry,"['china', ""people's republic of china""]"
Zangmar river,RiverBasinsCountry,['iran']
Zilupe,RiverBasinsCountry,['russia']
Zilupe,RiverBasinsCountry,['latvia']
Zilupe,RiverBasinsCountry,['belarus']
Zrmanja,RiverBasinsCountry,['croatia']
Çoruh river,RiverBasinsCountry,['turkey']
Çoruh river,RiverBasinsCountry,['georgia']
Þjórsá,RiverBasinsCountry,['iceland']
